id,name,popularity,type,is_local,explicit,duration_ms,disc_number,track_number,artist_id,artist_name,album_artist_id,album_artist_name,album_id,album_name,album_release_date,album_tracks,album_type,genres,album_genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,track_href,analysis_url,time_signature
1HmDrlMWhM2TB9hyJbkFKD,Enta el Hayat,42,audio_features,False,False,238392,1,5,1YnW3KicGQq3zD9LcdGJSh,Myriam Fares,1YnW3KicGQq3zD9LcdGJSh,Myriam Fares,2z9WhkrtupFOPrYiUOPNtL,Myriam,2003-06-25,8,album,"['arab pop', 'lebanese pop']","['arab pop', 'lebanese pop']",0.624,0.679,1,-6.649,1,0.0429,0.00844,2.55e-05,0.113,0.626,184.036,spotify:track:1HmDrlMWhM2TB9hyJbkFKD,https://api.spotify.com/v1/tracks/1HmDrlMWhM2TB9hyJbkFKD,https://api.spotify.com/v1/audio-analysis/1HmDrlMWhM2TB9hyJbkFKD,4
64Ujy5GEmgVWrH7GLRUQ0n,Doruklara Sevdalandım,59,audio_features,False,False,255867,1,10,1Y2FwScblyMxpLTrNdfwyU,Ahmet Kaya,1Y2FwScblyMxpLTrNdfwyU,Ahmet Kaya,62K3eu3Wi048LiX5POSemY,Sevgi Duvarı,1990,10,album,['turkish folk'],['turkish folk'],0.569,0.522,2,-13.027,0,0.0521,0.446,0.00129,0.431,0.604,123.206,spotify:track:64Ujy5GEmgVWrH7GLRUQ0n,https://api.spotify.com/v1/tracks/64Ujy5GEmgVWrH7GLRUQ0n,https://api.spotify.com/v1/audio-analysis/64Ujy5GEmgVWrH7GLRUQ0n,4
7yWqRsRXU7OAL0KMo8Wy9S,Gönül Dağı,59,audio_features,False,False,298098,1,1,1afML5pJuVr3ye8TGyYcV2,Neşet Ertaş,1afML5pJuVr3ye8TGyYcV2,Neşet Ertaş,1nvtWsO140X8kCluGkCMv5,Gönül Dağı,1999-06-07,10,album,"['baglama', 'bozlak', 'oyun havasi', 'turkish folk']","['baglama', 'bozlak', 'oyun havasi', 'turkish folk']",0.539,0.134,5,-13.174,0,0.0437,0.963,1.6e-06,0.0893,0.214,112.98,spotify:track:7yWqRsRXU7OAL0KMo8Wy9S,https://api.spotify.com/v1/tracks/7yWqRsRXU7OAL0KMo8Wy9S,https://api.spotify.com/v1/audio-analysis/7yWqRsRXU7OAL0KMo8Wy9S,4
02rAGLtevPpVzDAfA0xchb,Boshra 5er,42,audio_features,False,False,233117,1,9,0qzJnI3pa1q0uexjYn7INT,Dj Black Sugar,0C8CVs1tRKlYN8FVEvsGlt,Arabic DJ,3ibqObJuR04lz0xlTKpC2p,Arabic DJ Vol. 1,2015-07-29,49,album,[],[],0.814,0.924,7,-5.656,0,0.0613,0.284,0.00056,0.0503,0.972,164.033,spotify:track:02rAGLtevPpVzDAfA0xchb,https://api.spotify.com/v1/tracks/02rAGLtevPpVzDAfA0xchb,https://api.spotify.com/v1/audio-analysis/02rAGLtevPpVzDAfA0xchb,4
6775h2mEBbRRXUAYG9P3bs,Yaz Gülü,64,audio_features,False,False,190848,1,1,46zuW8tHxwahYn7VNMgYTa,Yalın,46zuW8tHxwahYn7VNMgYTa,Yalın,1KmiEGyK23qs9evr7KgRSJ,Yaz Gülü,2021-05-28,1,album,['turkish pop'],['turkish pop'],0.587,0.793,2,-4.758,0,0.0664,0.0558,0.0,0.363,0.41,100.395,spotify:track:6775h2mEBbRRXUAYG9P3bs,https://api.spotify.com/v1/tracks/6775h2mEBbRRXUAYG9P3bs,https://api.spotify.com/v1/audio-analysis/6775h2mEBbRRXUAYG9P3bs,4
6zJvhaD9kxKkRWXS5Y4bj2,Hesabım Var,35,audio_features,False,False,269377,1,1,2E7qpjo4NUBhV8tEUdPVkJ,Azer Bülbül,2E7qpjo4NUBhV8tEUdPVkJ,Azer Bülbül,1f1yg7vkiZa8Hzhe1FMIFc,Ben Sana Vurgunum,1990-09-25,12,album,['arabesk'],['arabesk'],0.486,0.589,0,-8.171,0,0.039,0.868,0.000338,0.341,0.412,113.89,spotify:track:6zJvhaD9kxKkRWXS5Y4bj2,https://api.spotify.com/v1/tracks/6zJvhaD9kxKkRWXS5Y4bj2,https://api.spotify.com/v1/audio-analysis/6zJvhaD9kxKkRWXS5Y4bj2,4
7fxthkp6XGd566qNHntLWZ,Mawjouaa Galbi,50,audio_features,False,False,141973,1,2,0nGyyjulhM4IB5kNqyKvGq,Najwa Farouk,0nGyyjulhM4IB5kNqyKvGq,Najwa Farouk,7op66gekUCPSCRtX74E2cW,Najwa Farouk Essentiels,2017-04-28,7,album,[],[],0.493,0.246,4,-10.48,0,0.0402,0.873,0.00269,0.122,0.509,135.102,spotify:track:7fxthkp6XGd566qNHntLWZ,https://api.spotify.com/v1/tracks/7fxthkp6XGd566qNHntLWZ,https://api.spotify.com/v1/audio-analysis/7fxthkp6XGd566qNHntLWZ,4
3T1f3N1MtfAgYPnezT4T7A,Among Us Theme Song - Moondai Remix,60,audio_features,False,False,128571,1,1,7fHoNdaXrLbxqzam9PIHbr,Moondai,7fHoNdaXrLbxqzam9PIHbr,Moondai,5et2DWYRKjZk4A7W3HAyVZ,Among Us Theme Song (Moondai Remix),2020-10-10,1,album,[],[],0.716,0.822,0,-5.818,1,0.0722,0.0159,0.000182,0.638,0.3,127.99,spotify:track:3T1f3N1MtfAgYPnezT4T7A,https://api.spotify.com/v1/tracks/3T1f3N1MtfAgYPnezT4T7A,https://api.spotify.com/v1/audio-analysis/3T1f3N1MtfAgYPnezT4T7A,4
6hFTg230ohSA4Zp9sN8sW1,"Bir Ayrılık, Bir Yoksulluk, Bir Ölüm",18,audio_features,False,False,288540,1,1,4RnKYAfktqnvcbjkbQC7Fm,Ismail Tuncbilek,4RnKYAfktqnvcbjkbQC7Fm,Ismail Tuncbilek,0rbAhkhjtNoy5bd7kS7KGh,"Bir Ayrılık, Bir Yoksulluk, Bir Ölüm",2019-01-28,1,album,[],[],0.406,0.225,6,-9.499,1,0.0289,0.918,0.000233,0.115,0.264,131.862,spotify:track:6hFTg230ohSA4Zp9sN8sW1,https://api.spotify.com/v1/tracks/6hFTg230ohSA4Zp9sN8sW1,https://api.spotify.com/v1/audio-analysis/6hFTg230ohSA4Zp9sN8sW1,4
4D6TKXvFTktph6Vj6Pi1IC,Söyle,62,audio_features,False,False,248175,1,9,1Y2FwScblyMxpLTrNdfwyU,Ahmet Kaya,1Y2FwScblyMxpLTrNdfwyU,Ahmet Kaya,27dDxMGawvjeKQ2aYWfPRI,Dosta Düşmana Karşı,1998-03-06,12,album,['turkish folk'],['turkish folk'],0.578,0.598,2,-7.724,0,0.0306,0.846,1.46e-05,0.108,0.774,97.983,spotify:track:4D6TKXvFTktph6Vj6Pi1IC,https://api.spotify.com/v1/tracks/4D6TKXvFTktph6Vj6Pi1IC,https://api.spotify.com/v1/audio-analysis/4D6TKXvFTktph6Vj6Pi1IC,4
70yU1R946N69aVJSloqpS4,Gelin,27,audio_features,False,False,319240,1,1,73wqUOsgp2DZd4IAmf48Gn,Cengiz Kurtoğlu,73wqUOsgp2DZd4IAmf48Gn,Cengiz Kurtoğlu,00MiUHZV0BbFlChYUQmJXU,Unutulan...,2002-09-20,12,album,"['arabesk', 'turkish folk', 'turkish pop']","['arabesk', 'turkish folk', 'turkish pop']",0.467,0.446,9,-10.165,0,0.037,0.831,4.12e-06,0.267,0.567,87.801,spotify:track:70yU1R946N69aVJSloqpS4,https://api.spotify.com/v1/tracks/70yU1R946N69aVJSloqpS4,https://api.spotify.com/v1/audio-analysis/70yU1R946N69aVJSloqpS4,4
6730FVE2mSVXMbjzrSPuJM,Fesuphanallah - 2021 Remastered,49,audio_features,False,False,216640,1,1,4o3Nv2BAyoZkyGaRXv4rT3,Erkin Koray,4o3Nv2BAyoZkyGaRXv4rT3,Erkin Koray,4VJwkqnkmGrSJsphjJYy90,Fesuphanallah (2021 Remastered),1974-05-24,9,album,['anadolu rock'],['anadolu rock'],0.595,0.648,5,-5.849,0,0.0322,0.398,6.6e-05,0.0623,0.836,134.878,spotify:track:6730FVE2mSVXMbjzrSPuJM,https://api.spotify.com/v1/tracks/6730FVE2mSVXMbjzrSPuJM,https://api.spotify.com/v1/audio-analysis/6730FVE2mSVXMbjzrSPuJM,4
52HQu6xic78wXDdbChQnDs,Yolcu,62,audio_features,False,False,440427,1,6,1afML5pJuVr3ye8TGyYcV2,Neşet Ertaş,1afML5pJuVr3ye8TGyYcV2,Neşet Ertaş,5GIBXKivnkyuuUkNxwgSuY,Yolcu,2003-03-19,8,album,"['baglama', 'bozlak', 'oyun havasi', 'turkish folk']","['baglama', 'bozlak', 'oyun havasi', 'turkish folk']",0.423,0.649,2,-8.155,1,0.04,0.895,0.00687,0.0857,0.599,87.579,spotify:track:52HQu6xic78wXDdbChQnDs,https://api.spotify.com/v1/tracks/52HQu6xic78wXDdbChQnDs,https://api.spotify.com/v1/audio-analysis/52HQu6xic78wXDdbChQnDs,4
1jj3zTXV5ws4R2Di6eHjPg,Dağların Karı Yetmez,38,audio_features,False,False,193908,1,2,4Xm86XAvDYWh36Z98FvKjc,Selçuk Balcı,4Xm86XAvDYWh36Z98FvKjc,Selçuk Balcı,2mpJv7uxYfnjpFvaAFQj3C,Benim İçin Üzülme Orjinal Dizi Müzikleri,2012-12-25,3,album,"['karadeniz pop', 'karadeniz turkuleri', 'turkish folk']","['karadeniz pop', 'karadeniz turkuleri', 'turkish folk']",0.369,0.421,11,-6.543,0,0.0468,0.782,0.0,0.252,0.594,126.501,spotify:track:1jj3zTXV5ws4R2Di6eHjPg,https://api.spotify.com/v1/tracks/1jj3zTXV5ws4R2Di6eHjPg,https://api.spotify.com/v1/audio-analysis/1jj3zTXV5ws4R2Di6eHjPg,4
44xBxtfdZRhAXWvQD7I0x7,Geri Dön,60,audio_features,False,False,259103,1,3,64d1rUxfizSAOE9UbMnUZd,Sezen Aksu,64d1rUxfizSAOE9UbMnUZd,Sezen Aksu,13JKU1RyLFS73hDvWnTHr1,Sen Ağlama,1984-09-06,11,album,['turkish pop'],['turkish pop'],0.424,0.489,5,-7.11,0,0.0438,0.768,0.0,0.285,0.318,136.254,spotify:track:44xBxtfdZRhAXWvQD7I0x7,https://api.spotify.com/v1/tracks/44xBxtfdZRhAXWvQD7I0x7,https://api.spotify.com/v1/audio-analysis/44xBxtfdZRhAXWvQD7I0x7,3
5mg4hTeAujPlRetezDpTxm,Yolun Sonu,39,audio_features,False,False,219440,1,10,295s7rUdwD6adgPiYMRUAM,Musa Eroğlu,295s7rUdwD6adgPiYMRUAM,Musa Eroğlu,05ltDJBfd0tLdaBY9RMrYv,Halil İbrahim / Kerbela Destanı,2006,12,album,"['arabesk', 'baglama', 'turkish folk']","['arabesk', 'baglama', 'turkish folk']",0.662,0.263,0,-15.551,0,0.041,0.861,0.0,0.197,0.31,143.965,spotify:track:5mg4hTeAujPlRetezDpTxm,https://api.spotify.com/v1/tracks/5mg4hTeAujPlRetezDpTxm,https://api.spotify.com/v1/audio-analysis/5mg4hTeAujPlRetezDpTxm,3
6TG4s4lyrLJ8OpaGbgfqGl,Mawjou3 Galbi,45,audio_features,False,False,198201,1,1,2HZLJwBLZN8etpz2ZvHqlL,D33pSoul,2HZLJwBLZN8etpz2ZvHqlL,D33pSoul,450bx2egvP32rGdLekadr0,Mawjou3 Galbi,2019-09-20,1,album,"['moroccan pop', 'rai']","['moroccan pop', 'rai']",0.77,0.711,4,-9.771,0,0.118,0.0289,0.249,0.132,0.763,126.008,spotify:track:6TG4s4lyrLJ8OpaGbgfqGl,https://api.spotify.com/v1/tracks/6TG4s4lyrLJ8OpaGbgfqGl,https://api.spotify.com/v1/audio-analysis/6TG4s4lyrLJ8OpaGbgfqGl,4
5xmbCmACcXr3a9vVFSVbcK,Bu Benim Öyküm,41,audio_features,False,False,218824,1,1,6CpTYTBIwVYGeYdxr8Irgu,Eli Türkoğlu,6CpTYTBIwVYGeYdxr8Irgu,Eli Türkoğlu,5VpUEIg7wwZtPDRSYhadXO,Bu Benim Öyküm,2018-04-19,1,album,[],[],0.536,0.628,11,-8.047,0,0.0367,0.284,1.52e-06,0.223,0.322,135.866,spotify:track:5xmbCmACcXr3a9vVFSVbcK,https://api.spotify.com/v1/tracks/5xmbCmACcXr3a9vVFSVbcK,https://api.spotify.com/v1/audio-analysis/5xmbCmACcXr3a9vVFSVbcK,4
46HNZY1i7O6jwTA7Slo2PI,My Universe,87,audio_features,False,False,226198,1,10,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,06mXfvDsRZNfnsGZvX2zpb,Music Of The Spheres,2021-10-15,12,album,"['permanent wave', 'pop']","['permanent wave', 'pop']",0.573,0.711,1,-6.268,0,0.0406,0.0114,0.0,0.328,0.47,105.006,spotify:track:46HNZY1i7O6jwTA7Slo2PI,https://api.spotify.com/v1/tracks/46HNZY1i7O6jwTA7Slo2PI,https://api.spotify.com/v1/audio-analysis/46HNZY1i7O6jwTA7Slo2PI,4
6udxaddhezdU8dwfZVapmw,Gelmesin,58,audio_features,False,False,210846,1,1,0gPgE6wLLiPnrakh9WcsdQ,İbrahim Tatlıses,0gPgE6wLLiPnrakh9WcsdQ,İbrahim Tatlıses,6X8ndvkdGtHNcwcbKcF1Lg,Gelmesin,2021-04-16,1,album,"['arabesk', 'turkish folk']","['arabesk', 'turkish folk']",0.654,0.921,4,-7.042,0,0.095,0.162,3.93e-05,0.322,0.895,160.005,spotify:track:6udxaddhezdU8dwfZVapmw,https://api.spotify.com/v1/tracks/6udxaddhezdU8dwfZVapmw,https://api.spotify.com/v1/audio-analysis/6udxaddhezdU8dwfZVapmw,4
7gsw7Kwqmq4FQChdzXDH3e,Gönül Yareler içinde,40,audio_features,False,False,258453,1,2,39b2aS3568sYAC6CG5hsJw,Bendeniz,0LyfQWJT6nXafLPZqxe9Of,Various Artists,3SxUY2VunulkJkj7klCtzj,Söz & Müzik Ümit Sayın,2011-03-07,10,album,"['arabesk', 'deep turkish pop', 'turkish pop']",[],0.388,0.495,7,-8.853,0,0.0365,0.769,0.0,0.224,0.263,103.942,spotify:track:7gsw7Kwqmq4FQChdzXDH3e,https://api.spotify.com/v1/tracks/7gsw7Kwqmq4FQChdzXDH3e,https://api.spotify.com/v1/audio-analysis/7gsw7Kwqmq4FQChdzXDH3e,4
3XTzXWtABSuYqAvOso5YP9,Seni Yazdım,63,audio_features,False,False,276000,1,2,4cMwyqmHCwJjRZ3frIVHTr,Müslüm Gürses,4cMwyqmHCwJjRZ3frIVHTr,Müslüm Gürses,1BsLgh8u0QAyn1GIlvHmGO,Küskünüm,1986-05-22,10,album,['arabesk'],['arabesk'],0.4,0.636,5,-6.946,0,0.0327,0.28,5.85e-05,0.151,0.478,92.416,spotify:track:3XTzXWtABSuYqAvOso5YP9,https://api.spotify.com/v1/tracks/3XTzXWtABSuYqAvOso5YP9,https://api.spotify.com/v1/audio-analysis/3XTzXWtABSuYqAvOso5YP9,4
0SXQTDpdCxPUxzLg0tD6Re,Şafak Türküsü,52,audio_features,False,False,414105,1,10,1Y2FwScblyMxpLTrNdfwyU,Ahmet Kaya,1Y2FwScblyMxpLTrNdfwyU,Ahmet Kaya,6RZHFjipAJhODuSMp1r91p,Ülkemde Son Turnem,2010-10-25,14,album,['turkish folk'],['turkish folk'],0.618,0.416,4,-14.721,0,0.0368,0.59,1.3e-06,0.323,0.488,104.016,spotify:track:0SXQTDpdCxPUxzLg0tD6Re,https://api.spotify.com/v1/tracks/0SXQTDpdCxPUxzLg0tD6Re,https://api.spotify.com/v1/audio-analysis/0SXQTDpdCxPUxzLg0tD6Re,4
